system:time_start,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2000_interpolate,2001_interpolate,2002_interpolate,2003_interpolate,2004_interpolate,2005_interpolate,2006_interpolate,2007_interpolate,2008_interpolate,2009_interpolate,2010_interpolate,2011_interpolate,2012_interpolate,2013_interpolate,2014_interpolate,2015_interpolate,2016_interpolate,2017_interpolate,2018_interpolate,2019_interpolate,2020_interpolate,2021_interpolate,2022_interpolate,2000_phenology,2001_phenology,2002_phenology,2003_phenology,2004_phenology,2005_phenology,2006_phenology,2007_phenology,2008_phenology,2009_phenology,2010_phenology,2011_phenology,2012_phenology,2013_phenology,2014_phenology,2015_phenology,2016_phenology,2017_phenology,2018_phenology,2019_phenology,2020_phenology,2021_phenology,2022_phenology
01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-31,,,,0.0304,,,,0.4426222222222222,,,,,,0.60304,,,0.0614333333333333,,,,0.0252625,,,,,,0.0304,,,,0.4426222222222222,,,,,,0.60304,,,0.0614333333333333,,,,0.0252625,,,,,,,,,,,,,,,,,,,,,,,,,
02-01,,,,,0.4246833333333333,,,,,,0.50268,,,,,,,0.4416666666666666,,,,,,,,,,0.4246833333333333,,,,,,0.50268,,,,,,0.2463166666666666,0.4416666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-02,,,,,,0.52374,,,,0.5065444444444445,0.4859,,,,0.59126,,0.4311999999999999,,,0.5646666666666667,,,,,,,0.28235,0.4472916666666666,0.52374,,,,0.5065444444444445,0.4859,,,0.56482,0.59126,,0.4311999999999999,0.4998862745098039,,0.5646666666666667,0.6382,,,,,,,,,,,,,,,,,,,,,,,,,
02-03,,,,,0.4699,0.0461,0.5480944444444444,,,,0.6237666666666667,0.4776,,,0.8585444444444444,0.4485444444444444,0.5309444444444444,0.5581058823529412,0.873675,,0.6382,0.5257777777777778,,,,,0.2936458333333333,0.4699,0.0461,0.5480944444444444,0.7434716524216524,,,0.6237666666666667,0.4776,,0.5863020000000001,0.8585444444444444,0.4485444444444444,0.5309444444444444,0.5581058823529412,0.873675,,0.6382,0.5257777777777778,,,,,,,,,,,,,,,,,,,,,,,,
02-04,,,0.5302333333333333,0.5343,0.8655333333333334,,,,0.52773125,,0.8757666666666667,,0.381,0.5266,,0.8950944444444444,0.4102222222222222,,,,0.7767,,,,,0.5302333333333333,0.5343,0.8655333333333334,0.33786875,0.6916416666666667,0.7121018251424501,0.52773125,0.5065444444444445,0.8757666666666667,,0.381,0.5266,,0.8950944444444444,0.4102222222222222,0.6041390196078431,,0.8753222222222222,0.7767,,,,,,,,,,,,,,,,,,,,,,,,,
02-05,,0.9249111111111112,,0.3275333333333333,0.6444,0.6296375000000001,0.8351888888888889,0.9095388888888888,0.7059111111111112,0.392,0.8423444444444445,,0.7504111111111111,,,,,,,0.8915055555555556,0.89,,0.8187692307692308,,0.9249111111111112,0.7042944444444444,0.3275333333333333,0.6444,0.6296375000000001,0.8351888888888889,0.9095388888888888,0.7059111111111112,0.392,0.8423444444444445,0.4472972222222222,0.7504111111111111,0.5878833333333333,0.8530166666666666,0.8568361111111111,0.5309444444444444,0.6930473856209151,0.8642111111111112,0.8915055555555556,0.89,0.6938988888888888,0.8187692307692308,,,,,,,,,,,,,,,,,,,,,,,
02-06,,,0.8783555555555556,,1.14365,0.6688411764705883,0.66037,0.8782538461538462,0.8363200000000001,0.7044,,,,,,0.8185777777777777,,,0.8588941176470588,0.8753222222222222,,0.86202,0.6938799999999999,,,0.8783555555555556,0.3850715277777778,1.14365,0.6688411764705883,0.66037,0.8782538461538462,0.8363200000000001,0.7044,0.7529347222222222,0.4900891865079365,,0.6491666666666667,0.8549595588235295,0.8185777777777777,0.5411,0.7231688480392158,0.8588941176470588,0.8753222222222222,0.7767,0.86202,0.6938799999999999,,,,,,,,,,,,,,,,,,,,,,,
02-07,,,,,0.9201444444444444,0.6169384615384615,,,0.7503888888888889,0.7993611111111111,0.663525,0.4169944444444444,,0.6491666666666667,0.8474888888888888,0.8724846153846154,0.5411,0.8279888888888889,0.8642111111111112,0.827775,,,0.8162,,,0.7826547222222222,0.3923898809523809,0.9201444444444444,0.6169384615384615,0.6916247581699346,0.6807319978632479,0.7503888888888889,0.7993611111111111,0.663525,0.4169944444444444,0.7892444444444444,0.6491666666666667,0.8474888888888888,0.8724846153846154,0.5411,0.8279888888888889,0.8642111111111112,0.827775,0.8267222222222222,0.6954044444444445,0.8162,,,,,,,,,,,,,,,,,,,,,,,
02-08,,,,,0.8548055555555556,0.7826285714285715,,,0.8047111111111112,0.8726444444444444,,,,0.8178222222222222,0.8607882352941176,0.8240055555555555,0.6043529411764705,0.8321888888888889,,,0.7270785714285715,,0.8597642857142858,,0.7961255555555556,0.8929152777777778,0.4363,0.8548055555555556,0.7826285714285715,0.6437644117647059,0.6044630341880342,0.8047111111111112,0.8726444444444444,0.6972144290123458,0.575673115079365,0.7892444444444444,0.8178222222222222,0.8607882352941176,0.8240055555555555,0.6043529411764705,0.8321888888888889,0.8581554738562092,0.86120625,0.7270785714285715,0.64457,0.8597642857142858,,,,,,,,,,,,,,,,,,,,,,,
02-09,,,,,,,,,,,,,0.8280777777777778,0.8327375,,0.66015,0.6878555555555556,,,,0.8267222222222222,0.5287888888888889,0.8099888888888889,,0.7961255555555556,0.8929152777777777,0.4363,0.8548055555555556,0.8054692857142858,0.6910211960784314,0.6608241987179487,0.7454722222222223,0.8597055555555555,0.663525,0.6184650793650793,0.8280777777777778,0.8327375,0.8118648351158645,0.66015,0.6878555555555556,0.7045131944444445,0.8588941176470588,0.871225,0.8267222222222222,0.5287888888888889,0.8099888888888889,,,,,,,,,,,,,,,,,,,,,,,
02-10,,,0.907475,,,0.82831,0.6271588235294118,0.3306722222222222,0.6862333333333334,0.8467666666666667,,,,,,0.7703333333333333,,0.5768375,,,0.8464,0.64457,0.8153777777777778,,0.7740168055555556,0.907475,0.5211861904761905,0.588775,0.82831,0.6271588235294118,0.3306722222222222,0.6862333333333334,0.8467666666666667,0.6197402777777778,0.5810662698412699,0.7199833333333333,0.6169465277777777,0.8502527777777777,0.7703333333333333,0.7720638888888889,0.5768375,0.8537055555555555,0.8495,0.8464,0.64457,0.8153777777777778,,,,,,,,,,,,,,,,,,,,,,,
02-11,,0.66734,,,0.4879166666666666,0.3752777777777777,,0.8299076923076923,,,,0.8199357142857143,,0.4011555555555555,,,0.8562722222222222,0.6820444444444445,,,,0.8364333333333334,0.82425,,0.66734,,0.4749333333333334,0.4879166666666666,0.3752777777777777,0.716990522875817,0.8299076923076923,0.7522166666666668,0.6380333333333333,0.6573715277777779,0.8199357142857143,0.7892444444444444,0.4011555555555555,0.8474888888888888,0.7703333333333333,0.8562722222222222,0.6820444444444445,0.8484527777777777,0.827775,0.86065,0.8364333333333334,0.82425,,,,,,,,,,,,,,,,,,,,,,,
02-12,,,,0.4363,0.588775,0.8193444444444444,,,0.8182,0.4293,,0.555425,,0.7958222222222222,,,,0.85042,,,0.8749,0.8399555555555556,,,0.7657499999999999,,0.4363,0.588775,0.8193444444444444,0.8068222222222222,0.6924775810609144,0.8182,0.4293,0.6680666666666667,0.555425,0.6613888888888889,0.7958222222222222,0.8292664488017429,0.7703333333333333,0.8519166666666667,0.85042,0.8294186009161498,0.8258636904761905,0.8749,0.8399555555555556,0.675475,,,,,,,,,,,,,,,,,,,,,,,
02-13,,0.8641599999999999,,0.5135666666666667,0.6193642857142857,0.82855,0.8068222222222222,,0.852475,0.8402538461538461,0.5759555555555556,0.4945111111111111,,0.8379461538461538,,0.7887285714285714,0.8475611111111111,0.8075571428571429,0.8432,0.871225,0.8737166666666667,,0.5267,,0.8641599999999999,,0.5135666666666667,0.6193642857142857,0.82855,0.8068222222222222,0.7554666666666666,0.852475,0.8402538461538461,0.5759555555555556,0.4945111111111111,0.6575555555555556,0.8379461538461538,0.7579250544662309,0.7887285714285714,0.8475611111111111,0.8075571428571429,0.8432,0.871225,0.8737166666666667,0.8562944444444445,0.5267,,,,,,,,,,,,,,,,,,,,,,,
02-14,,0.5189444444444444,,,0.7738,,0.8358777777777778,,0.82064,0.7256875,,,,0.8070888888888889,,0.6195625,0.8262111111111111,0.8504888888888888,,,0.7830555555555555,0.8726333333333334,,,0.5189444444444444,0.8474333950617283,0.6706233333333333,0.7738,0.7319494444444443,0.8358777777777778,0.7926871794871795,0.82064,0.7256875,0.6573715277777779,0.6144555555555555,0.695250987654321,0.8070888888888889,0.7795222222222222,0.6195625,0.8262111111111111,0.8504888888888888,0.7951538461538461,0.8227375,0.7830555555555555,0.8726333333333334,0.6225388888888889,,,,,,,,,,,,,,,,,,,,,,,
02-15,,0.8587777777777778,,0.82768,0.7923923076923077,,0.8810615384615385,,,,,0.7344,0.4947,0.80677,,0.5574277777777777,,0.6663888888888889,,,0.775075,0.8364769230769231,0.7183777777777778,,0.8587777777777778,0.8593367901234568,0.82768,0.7923923076923077,0.8217083333333333,0.8810615384615385,0.8220785714285714,0.82064,0.7031544642857144,0.6573715277777779,0.7344,0.4947,0.80677,0.7978344802664655,0.5574277777777777,0.8262111111111111,0.6663888888888889,0.7627961538461538,0.7941428571428572,0.775075,0.8364769230769231,0.7183777777777778,,,,,,,,,,,,,,,,,,,,,,,
02-16,,,,,0.73906,,0.804875,,,0.6806214285714286,0.7387875,0.7929333333333333,,0.8027611111111111,,0.7433333333333334,,,,0.77425,0.4923222222222222,0.7519928571428571,0.61088,,0.7448025,0.8929152777777777,0.82768,0.73906,0.8217083333333334,0.804875,0.8062842626509292,0.82064,0.6806214285714286,0.7387875,0.7929333333333333,0.6575555555555556,0.8027611111111111,0.7982237939919558,0.7433333333333334,0.6865155555555555,0.7774842063492062,0.7951538461538461,0.77425,0.4923222222222222,0.7519928571428571,0.61088,,,,,,,,,,,,,,,,,,,,,,,
02-17,,,,,0.8454375,0.8148666666666666,,0.7554666666666666,0.797975,,,0.7188875,,0.81158,0.7795222222222222,0.8085111111111111,0.54682,,,0.7941428571428572,0.74305,0.6499,,,0.7781013888888888,0.85945,0.8344058823529412,0.8454375,0.8148666666666666,0.8104444444444444,0.7554666666666666,0.797975,0.7571357142857142,0.7789520833333334,0.7188875,0.6575555555555556,0.81158,0.7795222222222222,0.8085111111111111,0.54682,0.743125,0.8432,0.7941428571428572,0.74305,0.6499,0.7183777777777778,,,,,,,,,,,,,,,,,,,,,,,
02-18,,,,0.8344058823529412,,,,0.82595,0.828875,0.83365,,,,0.8477750000000001,0.6334647058823529,,,,0.6823923076923077,0.8641625,,,,,0.7781013888888888,0.815925,0.8344058823529412,0.82766875,0.8148666666666666,0.8076597222222222,0.82595,0.828875,0.83365,0.7387875,0.7929333333333333,0.6907699999999999,0.8477750000000001,0.6334647058823529,0.7979855555555555,0.7472932592592592,0.7309759523809525,0.6823923076923077,0.8641625,0.7912861111111111,0.7162666666666667,0.8043,,,,,,,,,,,,,,,,,,,,,,,
02-19,,,,0.8795666666666666,0.8099,,0.8104444444444444,0.8220785714285714,0.8284166666666667,,0.8191166666666667,,0.8204111111111111,,,0.7874599999999999,,0.8198611111111112,0.8598692307692307,0.8078,0.8395222222222223,0.7826333333333334,0.8043,,0.7746225,0.8389878086419753,0.8795666666666666,0.8099,0.8054555555555556,0.8104444444444444,0.8220785714285714,0.8284166666666667,0.7842573529411765,0.8191166666666667,0.8019000000000001,0.8204111111111111,0.8140555555555555,0.7293656862745098,0.7874599999999999,0.7472932592592592,0.8198611111111112,0.8598692307692307,0.8078,0.8395222222222223,0.7826333333333334,0.8043,,,,,,,,,,,,,,,,,,,,,,,
02-20,,,,,0.79175,,,0.8158944444444445,,0.734864705882353,0.6885,0.8060111111111111,0.8246166666666667,,0.8252666666666667,,,0.7658833333333334,0.8432153846153846,,,,0.80677,,0.7873360370370369,0.8293155864197531,0.7565933333333332,0.79175,0.825449537037037,0.804875,0.8158944444444445,0.828875,0.734864705882353,0.6885,0.8060111111111111,0.8246166666666667,0.8309152777777777,0.8252666666666667,0.78563,0.7241646666666666,0.7658833333333334,0.8432153846153846,0.8134310714285714,0.8428833333333334,0.8095551282051283,0.80677,,,,,,,,,,,,,,,,,,,,,,,
02-21,,0.697425,,0.63362,,,,0.8370285714285715,,0.7419055555555556,,0.8019000000000001,0.6565666666666666,0.8140555555555555,0.8094277777777777,0.7838,,0.6596214285714286,0.8552777777777778,,0.8462444444444445,,,,0.697425,0.8204250000000001,0.63362,0.740475,0.8054555555555556,0.7982884259259259,0.8370285714285715,0.8355972222222222,0.7419055555555556,0.7364576923076923,0.8019000000000001,0.6565666666666666,0.8140555555555555,0.8094277777777777,0.7838,0.7026988888888889,0.6596214285714286,0.8552777777777778,0.80295,0.8462444444444445,0.7826333333333334,0.8221974999999999,,,,,,,,,,,,,,,,,,,,,,,
02-22,,,,,0.6892,0.7960444444444444,,0.8106692307692308,,0.5729,0.7844153846153846,0.7003214285714285,0.8360666666666666,,0.8717230769230769,,,0.608211111111111,0.792775,,,,0.837625,,0.7746225,0.8204250000000001,0.7672582582179932,0.6892,0.7960444444444444,0.8026138888888888,0.8106692307692308,0.8330805555555555,0.5729,0.7844153846153846,0.7003214285714285,0.8360666666666666,0.8253277777777778,0.8717230769230769,0.7974000000000001,0.7026988888888889,0.608211111111111,0.792775,0.8076388888888889,0.8458119444444444,0.7826333333333334,0.837625,,,,,,,,,,,,,,,,,,,,,,,
02-23,,,,,0.8035666666666667,0.8654375,,0.8144666666666667,,0.60705,,,0.7707111111111111,,0.86546,0.811,,0.5337799999999999,0.67393,0.7981,,,,,0.7746225,0.8204250000000001,0.783113982689951,0.8035666666666667,0.8654375,0.8065291666666666,0.8144666666666667,0.8330805555555555,0.60705,0.7133049145299145,0.7018775132275131,0.7707111111111111,0.8237166666666667,0.86546,0.811,0.7704218518518519,0.5337799999999999,0.67393,0.7981,0.8488847222222222,0.7687008843537415,0.8221974999999999,,,,,,,,,,,,,,,,,,,,,,,
02-24,,,0.8114250000000001,,,0.72878,0.7767611111111111,0.7758944444444444,0.8494999999999999,,0.6421944444444444,,0.8122222222222222,0.8366,,0.8097571428571428,,0.5778333333333333,,0.8190999999999999,,,,,0.7979312777777778,0.8114250000000001,0.764608,0.8230999999999999,0.72878,0.7767611111111111,0.7758944444444444,0.8494999999999999,0.60705,0.6421944444444444,0.6873219576719577,0.8122222222222222,0.8366,0.847470670940171,0.8097571428571428,0.7241646666666666,0.5778333333333333,0.7590507142857144,0.8190999999999999,0.8420829871794873,0.7826333333333334,0.82774375,,,,,,,,,,,,,,,,,,,,,,,
02-25,0.6596666666666666,0.85182,,,0.8426333333333333,,,,0.821325,,,,0.8066153846153846,0.8237166666666667,,,0.8585777777777778,0.4614333333333333,0.8441714285714286,,0.851525,,0.8178624999999999,0.6596666666666666,0.85182,0.815925,0.764608,0.8426333333333333,0.7218282352941177,0.8206361111111111,0.7526335128205128,0.821325,0.8335333333333333,0.7433194444444444,0.7018775132275131,0.8066153846153846,0.8237166666666667,0.8520675,0.8241785714285714,0.8585777777777778,0.4614333333333333,0.8441714285714286,0.8102444444444444,0.851525,0.84874,0.8178624999999999,,,,,,,,,,,,,,,,,,,,,,,
02-26,,0.8146111111111112,,,0.61526,0.7148764705882353,0.8645111111111111,,,0.8335333333333333,0.8444444444444444,,,,,0.8386,,0.8136666666666666,,0.8013888888888889,0.82833,,,,0.8146111111111112,0.815925,0.764608,0.61526,0.7148764705882353,0.8645111111111111,0.7126772222222222,0.8494999999999999,0.8335333333333333,0.8444444444444444,0.7003214285714285,0.8122222222222222,0.8452916666666667,0.851268653846154,0.8386,0.7381663888888889,0.8136666666666666,0.7590507142857144,0.8013888888888889,0.82833,0.8375880952380952,0.8292735576923076,,,,,,,,,,,,,,,,,,,,,,,
02-27,,0.8511777777777778,,,,0.8789,,,,,0.84732,0.5597444444444445,,0.8668666666666667,0.8386750000000001,,,,,,0.8354307692307692,,,,0.8511777777777778,0.815925,0.72896,0.7532199537037036,0.8789,0.8292578703703704,0.7371977179487179,0.8233555555555556,0.8494916666666668,0.84732,0.5597444444444445,0.8157255494505495,0.8668666666666667,0.8386750000000001,0.8255071428571428,0.7026988888888889,0.7012173333333334,0.7708851587301587,0.8188475308641975,0.8354307692307692,0.84874,0.8406846153846154,,,,,,,,,,,,,,,,,,,,,,,
02-28,,0.8482111111111111,,,,,,0.64946,0.8608583333333333,0.86545,0.8342,0.8455666666666667,0.8248357142857143,0.8438,,,,,,,0.8283333333333334,,0.8406846153846154,0.7233214814814816,0.8482111111111111,0.815925,0.759454375,0.7522441203703704,0.7804777777777778,0.8359157407407407,0.64946,0.8608583333333333,0.86545,0.8342,0.8455666666666667,0.8248357142857143,0.8438,0.8496709615384616,0.8311999999999999,0.7499888888888888,0.8222733333333333,0.7544414021164022,0.8190999999999999,0.8283333333333334,0.84874,0.8406846153846154,,,,,,,,,,,,,,,,,,,,,,,
02-29,,,,,,,,,0.8233555555555556,,,,,,,,,,,,,,,0.6888227777777778,0.7705177777777779,0.8204250000000001,0.794454,0.7800400000000001,0.8041638888888889,0.8379740740740741,0.7324723076923076,0.8233555555555556,0.8494916666666668,0.8408678571428572,0.6019111111111111,0.8221002686202687,0.79915625,0.8488721153846155,0.8142253846153846,0.6414,0.8417186666666666,0.7100055555555556,0.8233666666666667,0.8204241538461539,0.84874,0.8545846153846154,,,,,,,,,,,,,,,,,,,,,,,
03-01,0.82908,,,,,0.7804777777777778,,,0.6869764705882353,,0.8475357142857143,,,0.7545125,,0.8238,,0.83088,0.7094333333333334,,,0.84874,0.8684846153846154,0.82908,0.7289333333333333,0.820425,0.8376187500000001,0.7459777777777777,0.7804777777777778,0.8379740740740741,0.8154846153846154,0.6869764705882353,0.7863285714285715,0.8475357142857143,0.8391444444444445,0.8275178571428572,0.7545125,0.8500290865384615,0.8238,0.6647412698412698,0.83088,0.7094333333333334,0.8453444444444445,0.8127866666666667,0.84874,0.8684846153846154,,,,,,,,,,,,,,,,,,,,,,,
03-02,,,,,,,0.8226,0.8154846153846154,0.7853555555555556,0.7072071428571428,0.8524277777777778,0.6019111111111111,,,0.8590692307692308,,,,,,,,0.8653333333333333,0.6812177777777778,0.7289333333333333,0.831103,0.8509375,0.6976500000000001,0.8041638888888889,0.8226,0.8154846153846154,0.7853555555555556,0.7072071428571428,0.8524277777777778,0.6019111111111111,0.8209018253968253,0.7726668981481482,0.8590692307692308,0.8004423076923077,0.6414,0.857551111111111,0.7097194444444445,0.8431952160493829,0.8071259999999999,0.85957,0.8653333333333333,,,,,,,,,,,,,,,,,,,,,,,
03-03,0.5333555555555556,0.6096555555555555,,,,0.82785,0.8268111111111112,0.8238666666666666,,,,0.8391444444444445,0.8302,,0.8535,,0.6414,0.8842222222222221,,0.8453444444444445,0.79724,,0.8414333333333334,0.5333555555555556,0.6096555555555555,0.8204250000000001,0.8265729106753814,0.7581258207070707,0.82785,0.8268111111111112,0.8238666666666666,0.8179158632897603,0.7239757936507936,0.8475357142857143,0.8391444444444445,0.8302,0.7545125,0.8535,0.7770846153846154,0.6414,0.8842222222222221,0.7094333333333334,0.8453444444444445,0.79724,0.8704,0.8414333333333334,,,,,,,,,,,,,,,,,,,,,,,
03-04,,,,0.8243,,,0.8489333333333333,,,,,0.8496,,,,0.7770846153846154,,,0.7100055555555556,0.8848125,,0.8704,,0.6964277777777779,0.7758223280423281,0.829425,0.8243,0.7459777777777777,0.7804777777777778,0.8489333333333333,0.7956885968660968,0.8199055623638345,0.7407444444444444,0.8540878306878307,0.8496,0.7917555555555555,0.7110937500000001,0.8585400694444445,0.7770846153846154,0.6008055555555556,0.857551111111111,0.7100055555555556,0.8848125,0.7981699999999999,0.8704,0.8653333333333333,,,,,,,,,,,,,,,,,,,,,,,
03-05,0.8595,,,,,,0.8707666666666667,,,0.7407444444444444,,,,,,,,,,,0.7990999999999999,0.9045153846153846,,0.8595,0.7705177777777779,0.831103,0.864746875,0.7630088888888888,0.7804777777777778,0.8707666666666667,0.8238666666666666,0.821209729030501,0.7407444444444444,0.8306314814814816,0.8496,0.8302,0.7110937500000001,0.8590692307692308,0.7096923076923076,0.6008055555555556,0.8586398095238094,0.7088645424836602,0.8564666666666667,0.7990999999999999,0.9045153846153846,0.8414333333333334,,,,,,,,,,,,,,,,,,,,,,,
03-06,,,,,0.7800400000000001,,0.8956000000000001,,,,,,0.7533111111111112,,,0.6423,0.5602111111111111,,0.7077235294117646,,,,0.9403,0.7718261931216933,0.7705177777777779,0.84094,0.8509375,0.7800400000000001,0.7618033333333333,0.8956000000000001,0.8335208333333333,0.8233555555555556,0.7862166666666667,0.8524277777777778,0.8549388888888889,0.7533111111111112,0.7543570987654322,0.8639,0.6423,0.5602111111111111,0.857551111111111,0.7077235294117646,0.8564666666666667,0.8071259999999999,0.8704,0.9403,,,,,,,,,,,,,,,,,,,,,,,
03-07,,,0.829425,,,,,,,0.8316888888888889,0.8623000000000001,0.8602777777777778,0.8482846153846154,0.667675,,,,,,0.8564666666666667,,,0.7303999999999999,0.7718261931216931,0.7498133333333332,0.829425,0.8604708333333333,0.7708914267676767,0.7414583333333333,0.83696,0.8238666666666666,0.8252527777777778,0.8316888888888889,0.8623000000000001,0.8602777777777778,0.8482846153846154,0.667675,0.8684499999999999,0.7400166666666667,0.6414,0.8842222222222221,0.7088645424836602,0.8564666666666667,0.8227825925925926,0.7500444444444444,0.7303999999999999,,,,,,,,,,,,,,,,,,,,,,,
03-08,,,0.84094,,,,,,,,0.7771666666666667,,,0.6288666666666667,,0.8377333333333333,,,,0.8437416666666666,,0.5049,0.91285,0.7625266666666667,0.7289333333333333,0.84094,0.8690229166666666,0.7800400000000001,0.779066282051282,0.8217000000000001,0.7075528086419755,0.8252527777777778,0.7935443121693122,0.7771666666666667,0.8522694444444445,0.80504,0.6288666666666667,0.8674089268755937,0.8377333333333333,0.6803685185185185,0.869884484126984,0.8215617647058824,0.8437416666666666,0.8551222222222222,0.5049,0.91285,,,,,,,,,,,,,,,,,,,,,,,
03-09,,,0.8533,0.877575,,,,0.843175,,,,,,0.8761722222222222,0.8743,,,,0.9354,0.95585,,0.7500444444444444,,0.82908,0.8334533333333334,0.8533,0.877575,0.7895987500000001,0.779066282051282,0.81684,0.843175,0.845201388888889,0.8033803511303511,0.8322277777777778,0.8549388888888889,0.8266623076923076,0.8761722222222222,0.8743,0.8659666666666667,0.7560925925925926,0.869884484126984,0.9354,0.95585,0.8631,0.7500444444444444,0.7303999999999999,,,,,,,,,,,,,,,,,,,,,,,
